 Iteration	g0	g1	penalK	penalG	eta	beta	pAgg	change	lambda1	lambda2	Compliance	Vol. Frac.	CPU time	Real time
151	0.8317	-9.28e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.970e-02	1.264e-07	2.242e+00	1.067652e+01	0.1377	1.538750e+02	3.019e+01
152	0.8301	-8.99e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.352e-02	1.261e-07	2.234e+00	1.067455e+01	0.1378	1.555781e+02	3.059e+01
153	0.8285	-8.73e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.415e-02	1.266e-07	2.227e+00	1.066856e+01	0.1378	1.775781e+02	3.447e+01
154	0.8269	-8.48e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.421e-02	1.252e-07	2.201e+00	1.066992e+01	0.1378	1.530312e+02	3.015e+01
155	0.8254	-8.25e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.512e-02	1.281e-07	2.164e+00	1.065237e+01	0.1379	1.644219e+02	3.219e+01
156	0.8242	-8.03e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.335e-02	1.247e-07	2.170e+00	1.067417e+01	0.1379	1.551406e+02	3.053e+01
157	0.8234	-7.88e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.322e-02	1.278e-07	2.115e+00	1.064884e+01	0.1379	1.589844e+02	3.119e+01
158	0.8223	-7.74e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.345e-02	1.257e-07	2.100e+00	1.066392e+01	0.1379	1.676094e+02	3.266e+01
159	0.8212	-7.56e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.328e-02	1.262e-07	2.026e+00	1.065233e+01	0.1380	1.745156e+02	3.360e+01
160	0.8202	-7.31e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.439e-02	1.259e-07	1.941e+00	1.064946e+01	0.1380	1.672656e+02	3.233e+01
161	0.8193	-7.05e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.573e-03	1.260e-07	1.921e+00	1.064309e+01	0.1380	1.574062e+02	3.112e+01
162	0.8184	-6.80e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.092e-02	1.261e-07	1.916e+00	1.063876e+01	0.1381	1.397031e+02	2.763e+01
163	0.8176	-6.57e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.313e-02	1.264e-07	1.915e+00	1.063662e+01	0.1381	1.529375e+02	2.982e+01
164	0.8167	-6.36e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.416e-02	1.266e-07	1.910e+00	1.063743e+01	0.1381	1.750312e+02	3.388e+01
165	0.8158	-6.16e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.561e-02	1.267e-07	1.908e+00	1.064051e+01	0.1382	1.576094e+02	3.099e+01
166	0.8149	-5.99e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.858e-02	1.261e-07	1.913e+00	1.064521e+01	0.1382	1.598125e+02	3.141e+01
167	0.8139	-5.83e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.981e-02	1.261e-07	1.906e+00	1.064198e+01	0.1382	1.647656e+02	3.206e+01
168	0.8129	-5.68e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.991e-02	1.263e-07	1.906e+00	1.063803e+01	0.1382	1.606719e+02	3.142e+01
169	0.8118	-5.56e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.987e-02	1.267e-07	1.913e+00	1.063670e+01	0.1383	1.605781e+02	3.140e+01
170	0.8105	-5.46e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.244e-02	1.269e-07	1.914e+00	1.064032e+01	0.1383	1.369531e+02	2.721e+01
171	0.8093	-5.37e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.227e-02	1.275e-07	1.931e+00	1.064730e+01	0.1383	1.512812e+02	2.987e+01
172	0.8079	-5.31e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.223e-02	1.269e-07	1.937e+00	1.066102e+01	0.1383	1.630156e+02	3.186e+01
173	0.8065	-5.27e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.988e-02	1.283e-07	1.923e+00	1.066632e+01	0.1383	1.754844e+02	3.432e+01
174	0.8050	-5.26e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.332e-02	1.271e-07	1.913e+00	1.068812e+01	0.1383	1.680156e+02	3.287e+01
175	0.8037	-5.25e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.609e-02	1.275e-07	1.949e+00	1.069323e+01	0.1383	1.667344e+02	3.255e+01
176	0.8025	-5.19e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.328e-02	1.272e-07	1.920e+00	1.070517e+01	0.1383	1.756719e+02	3.435e+01
177	0.8013	-5.12e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.651e-02	1.273e-07	1.941e+00	1.071225e+01	0.1383	1.666250e+02	3.244e+01
178	0.7999	-5.06e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.279e-02	1.272e-07	1.964e+00	1.072047e+01	0.1383	1.740312e+02	3.389e+01
179	0.7986	-4.99e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.337e-02	1.272e-07	1.973e+00	1.072772e+01	0.1383	1.692500e+02	3.284e+01
180	0.7973	-4.92e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.340e-02	1.273e-07	1.971e+00	1.073474e+01	0.1383	1.662812e+02	3.246e+01
181	0.7959	-4.85e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.351e-02	1.272e-07	2.003e+00	1.074262e+01	0.1384	1.770469e+02	3.405e+01
182	0.7946	-4.76e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.366e-02	1.273e-07	2.019e+00	1.074877e+01	0.1384	1.638750e+02	3.225e+01
183	0.7933	-4.68e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.314e-02	1.274e-07	2.031e+00	1.075575e+01	0.1384	1.731406e+02	3.395e+01
184	0.7924	-4.57e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.102e-02	1.275e-07	2.014e+00	1.076485e+01	0.1384	1.672812e+02	3.282e+01
185	0.7915	-4.46e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.538e-02	1.275e-07	2.020e+00	1.077494e+01	0.1384	1.486719e+02	2.911e+01
186	0.7907	-4.36e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.641e-02	1.269e-07	2.028e+00	1.078441e+01	0.1384	1.669219e+02	3.248e+01
187	0.7898	-4.25e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.359e-02	1.268e-07	2.030e+00	1.078621e+01	0.1384	1.609688e+02	3.148e+01
188	0.7890	-4.15e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.559e-02	1.268e-07	2.022e+00	1.078588e+01	0.1384	1.794219e+02	3.466e+01
189	0.7881	-4.07e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.874e-02	1.267e-07	2.016e+00	1.078525e+01	0.1385	1.833750e+02	3.542e+01
190	0.7872	-3.99e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.949e-02	1.267e-07	2.012e+00	1.078421e+01	0.1385	1.742031e+02	3.386e+01
191	0.7863	-3.93e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.074e-02	1.265e-07	2.001e+00	1.078283e+01	0.1385	1.652188e+02	3.221e+01
192	0.7853	-3.88e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.069e-02	1.269e-07	2.006e+00	1.077916e+01	0.1385	1.690469e+02	3.312e+01
193	0.7844	-3.80e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.100e-02	1.270e-07	2.004e+00	1.078031e+01	0.1385	1.757500e+02	3.449e+01
194	0.7835	-3.74e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.141e-02	1.273e-07	1.995e+00	1.078273e+01	0.1385	1.662031e+02	3.218e+01
195	0.7825	-3.70e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.402e-02	1.275e-07	1.982e+00	1.078810e+01	0.1385	1.682812e+02	3.272e+01
196	0.7813	-3.69e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.830e-02	1.278e-07	1.986e+00	1.079473e+01	0.1385	1.502500e+02	2.946e+01
197	0.7799	-3.70e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.817e-02	1.279e-07	1.982e+00	1.080460e+01	0.1385	1.709688e+02	3.312e+01
198	0.7786	-3.72e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.328e-02	1.280e-07	2.000e+00	1.081603e+01	0.1385	1.776875e+02	3.440e+01
199	0.7773	-3.79e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.620e-02	1.287e-07	1.943e+00	1.082704e+01	0.1385	1.631406e+02	3.226e+01
200	0.7768	-4.02e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.069e-02	1.284e-07	1.986e+00	1.084393e+01	0.1385	1.955781e+02	3.790e+01
201	0.7770	-4.49e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.576e-02	1.293e-07	1.845e+00	1.085306e+01	0.1384	1.707656e+02	3.277e+01
202	0.7761	-5.03e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.790e-02	1.280e-07	2.002e+00	1.086961e+01	0.1383	1.695625e+02	3.280e+01
203	0.7744	-5.20e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.464e-02	1.273e-07	1.881e+00	1.087477e+01	0.1383	1.786094e+02	3.430e+01
204	0.7729	-5.18e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.710e-02	1.269e-07	1.873e+00	1.087580e+01	0.1383	1.751406e+02	3.390e+01
205	0.7715	-5.10e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.422e-02	1.267e-07	1.777e+00	1.087144e+01	0.1383	1.842969e+02	3.576e+01
206	0.7705	-5.01e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.954e-02	1.270e-07	1.782e+00	1.086508e+01	0.1383	1.577188e+02	3.085e+01
207	0.7695	-4.91e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.480e-02	1.274e-07	1.785e+00	1.086390e+01	0.1383	1.629688e+02	3.199e+01
208	0.7684	-4.84e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.778e-02	1.278e-07	1.768e+00	1.086744e+01	0.1384	1.592812e+02	3.112e+01
209	0.7674	-4.76e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.530e-02	1.279e-07	1.763e+00	1.087585e+01	0.1384	1.770625e+02	3.414e+01
210	0.7664	-4.68e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.568e-02	1.279e-07	1.745e+00	1.088495e+01	0.1384	1.716719e+02	3.307e+01
211	0.7653	-4.62e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.551e-02	1.281e-07	1.733e+00	1.089377e+01	0.1384	1.646406e+02	3.223e+01
212	0.7641	-4.58e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.477e-02	1.284e-07	1.721e+00	1.090353e+01	0.1384	1.826719e+02	3.530e+01
213	0.7628	-4.56e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.467e-02	1.283e-07	1.725e+00	1.091668e+01	0.1384	1.728281e+02	3.352e+01
214	0.7614	-4.53e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.391e-02	1.282e-07	1.733e+00	1.092834e+01	0.1384	1.393750e+02	2.760e+01
215	0.7600	-4.51e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.281e-02	1.284e-07	1.746e+00	1.093849e+01	0.1384	1.853125e+02	3.599e+01
216	0.7588	-4.47e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.197e-02	1.277e-07	1.744e+00	1.095070e+01	0.1384	1.665938e+02	3.297e+01
217	0.7577	-4.41e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.971e-02	1.273e-07	1.710e+00	1.095430e+01	0.1384	1.834531e+02	3.562e+01
218	0.7568	-4.34e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.703e-02	1.278e-07	1.692e+00	1.095279e+01	0.1384	1.859844e+02	3.618e+01
219	0.7559	-4.27e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.780e-02	1.279e-07	1.685e+00	1.095796e+01	0.1384	1.508281e+02	2.965e+01
220	0.7550	-4.22e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.192e-02	1.288e-07	1.696e+00	1.096399e+01	0.1384	1.749844e+02	3.377e+01
221	0.7540	-4.16e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.942e-02	1.289e-07	1.705e+00	1.098109e+01	0.1384	1.571562e+02	3.091e+01
222	0.7530	-4.12e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.142e-02	1.287e-07	1.704e+00	1.099865e+01	0.1385	1.691250e+02	3.328e+01
223	0.7520	-4.09e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.335e-02	1.288e-07	1.704e+00	1.101312e+01	0.1385	1.803594e+02	3.497e+01
224	0.7508	-4.06e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.342e-02	1.282e-07	1.713e+00	1.102758e+01	0.1385	1.616094e+02	3.146e+01
225	0.7496	-4.03e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.346e-02	1.280e-07	1.737e+00	1.103468e+01	0.1385	1.625469e+02	3.171e+01
226	0.7485	-3.98e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.345e-02	1.277e-07	1.746e+00	1.103910e+01	0.1385	1.550312e+02	3.016e+01
227	0.7474	-3.94e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.355e-02	1.274e-07	1.732e+00	1.103872e+01	0.1385	1.695000e+02	3.306e+01
228	0.7464	-3.90e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.370e-02	1.295e-07	1.693e+00	1.103579e+01	0.1385	1.670625e+02	3.267e+01
229	0.7454	-3.89e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.320e-02	1.260e-07	1.759e+00	1.105905e+01	0.1385	1.779531e+02	3.477e+01
230	0.7452	-3.96e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.132e-02	1.343e-07	1.658e+00	1.103628e+01	0.1385	1.855312e+02	3.701e+01
231	0.7466	-4.44e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	4.803e-02	1.279e-07	1.883e+00	1.111224e+01	0.1384	1.752188e+02	3.407e+01
232	0.7482	-5.47e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	5.466e-02	1.374e-07	1.617e+00	1.108605e+01	0.1383	1.665625e+02	3.272e+01
233	0.7480	-6.58e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	4.490e-02	1.279e-07	1.853e+00	1.116922e+01	0.1381	1.525625e+02	3.010e+01
234	0.7462	-6.93e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.751e-02	1.288e-07	1.722e+00	1.115247e+01	0.1381	1.843438e+02	3.598e+01
235	0.7445	-6.84e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.367e-02	1.285e-07	1.731e+00	1.115945e+01	0.1381	1.792188e+02	3.488e+01
236	0.7429	-6.71e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.399e-02	1.287e-07	1.693e+00	1.116334e+01	0.1381	1.524844e+02	3.027e+01
237	0.7411	-6.60e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.421e-02	1.286e-07	1.701e+00	1.116882e+01	0.1381	1.852188e+02	3.578e+01
238	0.7391	-6.49e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.438e-02	1.284e-07	1.655e+00	1.117392e+01	0.1381	1.574219e+02	3.110e+01
239	0.7375	-6.36e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.358e-02	1.282e-07	1.585e+00	1.117597e+01	0.1381	1.776719e+02	3.443e+01
240	0.7363	-6.23e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.358e-02	1.286e-07	1.570e+00	1.117626e+01	0.1382	1.832031e+02	3.549e+01
241	0.7350	-6.11e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.367e-02	1.280e-07	1.672e+00	1.118222e+01	0.1382	1.701094e+02	3.307e+01
242	0.7342	-5.91e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.100e-02	1.276e-07	1.681e+00	1.118223e+01	0.1382	1.574688e+02	3.104e+01
243	0.7335	-5.72e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.212e-02	1.276e-07	1.694e+00	1.117742e+01	0.1382	1.710156e+02	3.360e+01
244	0.7328	-5.54e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.187e-02	1.276e-07	1.706e+00	1.117216e+01	0.1383	1.596562e+02	3.142e+01
245	0.7321	-5.37e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.148e-02	1.277e-07	1.715e+00	1.116717e+01	0.1383	1.675156e+02	3.304e+01
246	0.7314	-5.22e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.176e-02	1.277e-07	1.724e+00	1.116301e+01	0.1383	1.706719e+02	3.354e+01
247	0.7305	-5.09e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.466e-02	1.278e-07	1.734e+00	1.115920e+01	0.1383	1.649375e+02	3.263e+01
248	0.7297	-4.97e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.623e-02	1.279e-07	1.747e+00	1.115647e+01	0.1383	1.619688e+02	3.190e+01
249	0.7287	-4.88e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.716e-02	1.280e-07	1.755e+00	1.115508e+01	0.1383	1.675312e+02	3.305e+01
250	0.7277	-4.80e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.809e-02	1.280e-07	1.755e+00	1.115404e+01	0.1384	1.699219e+02	3.361e+01
251	0.7266	-4.75e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.966e-02	1.281e-07	1.753e+00	1.115264e+01	0.1384	1.320000e+02	2.691e+01
252	0.7253	-4.73e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.266e-02	1.279e-07	1.746e+00	1.115190e+01	0.1384	1.587500e+02	3.076e+01
253	0.7239	-4.73e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.330e-02	1.286e-07	1.749e+00	1.114815e+01	0.1384	1.691094e+02	3.306e+01
254	0.7224	-4.74e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.342e-02	1.271e-07	1.750e+00	1.115343e+01	0.1384	1.757500e+02	3.440e+01
255	0.7210	-4.78e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.333e-02	1.302e-07	1.713e+00	1.113976e+01	0.1384	1.686094e+02	3.273e+01
256	0.7200	-4.88e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.949e-02	1.264e-07	1.709e+00	1.116485e+01	0.1383	1.707969e+02	3.343e+01
257	0.7190	-5.07e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.617e-02	1.318e-07	1.729e+00	1.113880e+01	0.1383	1.701094e+02	3.331e+01
258	0.7181	-5.24e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.421e-02	1.273e-07	1.745e+00	1.118093e+01	0.1383	1.620469e+02	3.176e+01
259	0.7169	-5.25e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.330e-02	1.289e-07	1.808e+00	1.116787e+01	0.1383	1.651562e+02	3.222e+01
260	0.7158	-5.16e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.329e-02	1.282e-07	1.780e+00	1.117856e+01	0.1383	1.571562e+02	3.122e+01
261	0.7148	-5.02e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.326e-02	1.280e-07	1.817e+00	1.118053e+01	0.1383	1.541875e+02	3.048e+01
262	0.7140	-4.88e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.317e-02	1.280e-07	1.785e+00	1.118069e+01	0.1383	1.545156e+02	3.037e+01
263	0.7134	-4.73e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.578e-02	1.280e-07	1.772e+00	1.118130e+01	0.1384	1.787969e+02	3.462e+01
264	0.7128	-4.58e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.439e-02	1.282e-07	1.769e+00	1.118173e+01	0.1384	1.745625e+02	3.403e+01
265	0.7121	-4.45e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.751e-02	1.283e-07	1.763e+00	1.118394e+01	0.1384	1.616406e+02	3.123e+01
266	0.7114	-4.34e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.755e-02	1.285e-07	1.752e+00	1.118787e+01	0.1384	1.602656e+02	3.126e+01
267	0.7107	-4.23e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.888e-02	1.287e-07	1.739e+00	1.119330e+01	0.1384	1.680156e+02	3.300e+01
268	0.7099	-4.14e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.215e-02	1.288e-07	1.725e+00	1.120071e+01	0.1384	1.526875e+02	3.015e+01
269	0.7092	-4.06e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.652e-02	1.287e-07	1.696e+00	1.120980e+01	0.1385	1.496406e+02	2.964e+01
270	0.7085	-3.97e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.635e-02	1.285e-07	1.668e+00	1.121733e+01	0.1385	1.640625e+02	3.229e+01
271	0.7078	-3.88e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.500e-02	1.285e-07	1.657e+00	1.122238e+01	0.1385	1.490000e+02	2.974e+01
272	0.7073	-3.78e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.561e-02	1.288e-07	1.658e+00	1.122757e+01	0.1385	1.706875e+02	3.355e+01
273	0.7068	-3.67e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.329e-02	1.289e-07	1.655e+00	1.123678e+01	0.1385	1.549062e+02	3.076e+01
274	0.7063	-3.56e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.527e-02	1.289e-07	1.645e+00	1.124602e+01	0.1385	1.685625e+02	3.332e+01
275	0.7058	-3.47e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.603e-02	1.287e-07	1.626e+00	1.125453e+01	0.1385	1.551406e+02	3.101e+01
276	0.7053	-3.37e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.264e-02	1.285e-07	1.616e+00	1.126102e+01	0.1386	1.629688e+02	3.219e+01
277	0.7048	-3.28e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.288e-02	1.285e-07	1.619e+00	1.126494e+01	0.1386	1.477812e+02	2.957e+01
278	0.7044	-3.19e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.522e-02	1.284e-07	1.620e+00	1.126795e+01	0.1386	1.451250e+02	2.912e+01
279	0.7039	-3.12e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.731e-02	1.286e-07	1.617e+00	1.126997e+01	0.1386	1.642656e+02	3.218e+01
280	0.7033	-3.05e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.870e-02	1.286e-07	1.632e+00	1.127425e+01	0.1386	1.558438e+02	3.100e+01
281	0.7029	-2.98e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.143e-02	1.293e-07	1.636e+00	1.127792e+01	0.1386	1.738438e+02	3.411e+01
282	0.7024	-2.91e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.400e-02	1.282e-07	1.659e+00	1.129009e+01	0.1386	1.649375e+02	3.261e+01
283	0.7020	-2.85e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.593e-02	1.312e-07	1.611e+00	1.128799e+01	0.1386	1.502812e+02	2.979e+01
284	0.7018	-2.85e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.884e-02	1.271e-07	1.688e+00	1.132414e+01	0.1386	1.574219e+02	3.136e+01
285	0.7022	-3.03e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	4.168e-02	1.348e-07	1.558e+00	1.130330e+01	0.1386	1.649531e+02	3.279e+01
286	0.7024	-3.40e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	4.154e-02	1.283e-07	1.704e+00	1.137267e+01	0.1386	1.799531e+02	3.514e+01
287	0.7018	-3.64e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.984e-02	1.299e-07	1.550e+00	1.136151e+01	0.1385	1.639375e+02	3.231e+01
288	0.7013	-3.60e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.132e-02	1.285e-07	1.581e+00	1.137721e+01	0.1385	1.669531e+02	3.262e+01
289	0.7009	-3.48e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.054e-02	1.287e-07	1.577e+00	1.137644e+01	0.1385	1.770000e+02	3.506e+01
290	0.7004	-3.38e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.190e-02	1.288e-07	1.580e+00	1.137779e+01	0.1386	1.706875e+02	3.350e+01
291	0.7000	-3.28e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.486e-02	1.289e-07	1.584e+00	1.138019e+01	0.1386	1.528438e+02	3.016e+01
292	0.6995	-3.20e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.807e-02	1.291e-07	1.591e+00	1.138420e+01	0.1386	1.648906e+02	3.236e+01
293	0.6991	-3.12e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.890e-02	1.294e-07	1.598e+00	1.139051e+01	0.1386	1.722188e+02	3.414e+01
294	0.6986	-3.05e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.010e-02	1.296e-07	1.605e+00	1.139918e+01	0.1386	1.792031e+02	3.520e+01
295	0.6980	-3.00e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.134e-02	1.298e-07	1.613e+00	1.141030e+01	0.1386	1.875156e+02	3.656e+01
296	0.6974	-2.95e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.114e-02	1.303e-07	1.638e+00	1.142412e+01	0.1386	1.736250e+02	3.394e+01
297	0.6969	-2.89e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.881e-02	1.302e-07	1.654e+00	1.144374e+01	0.1386	1.773906e+02	3.487e+01
298	0.6964	-2.83e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.519e-02	1.307e-07	1.650e+00	1.146042e+01	0.1386	1.711719e+02	3.358e+01
299	0.6958	-2.80e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.571e-02	1.307e-07	1.663e+00	1.148191e+01	0.1386	1.700469e+02	3.356e+01
300	0.6951	-2.77e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.657e-02	1.315e-07	1.652e+00	1.150206e+01	0.1386	1.746875e+02	3.418e+01
301	0.6944	-2.78e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.806e-02	1.314e-07	1.683e+00	1.153149e+01	0.1386	1.586875e+02	3.139e+01
302	0.6937	-2.82e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.184e-02	1.328e-07	1.642e+00	1.155775e+01	0.1386	2.008125e+02	3.895e+01
303	0.6931	-2.94e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.535e-02	1.317e-07	1.712e+00	1.159842e+01	0.1386	1.937656e+02	3.766e+01
304	0.6926	-3.16e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.758e-02	1.318e-07	1.643e+00	1.162078e+01	0.1386	1.813125e+02	3.505e+01
