 Iteration	g0	g1	penalK	penalG	eta	beta	pAgg	change	lambda1	lambda2	Compliance	Vol. Frac.	CPU time	Real time
305	0.6919	-3.33e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.542e-02	1.305e-07	1.734e+00	1.164556e+01	0.1386	1.663594e+02	3.239e+01
306	0.6910	-3.38e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.315e-02	1.311e-07	1.683e+00	1.165523e+01	0.1386	1.881875e+02	3.641e+01
307	0.6901	-3.36e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.373e-02	1.311e-07	1.697e+00	1.167227e+01	0.1386	2.020938e+02	3.954e+01
308	0.6892	-3.34e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.323e-02	1.312e-07	1.662e+00	1.168894e+01	0.1386	1.916875e+02	3.746e+01
309	0.6883	-3.33e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.324e-02	1.305e-07	1.643e+00	1.170563e+01	0.1386	1.915781e+02	3.736e+01
310	0.6876	-3.28e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.009e-02	1.304e-07	1.626e+00	1.171386e+01	0.1386	1.879531e+02	3.676e+01
311	0.6869	-3.24e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.035e-02	1.303e-07	1.610e+00	1.172112e+01	0.1386	1.721094e+02	3.402e+01
312	0.6862	-3.21e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.694e-02	1.302e-07	1.597e+00	1.172693e+01	0.1386	1.692188e+02	3.381e+01
313	0.6855	-3.18e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.866e-02	1.306e-07	1.592e+00	1.173101e+01	0.1386	1.710000e+02	3.417e+01
314	0.6846	-3.17e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.265e-02	1.309e-07	1.598e+00	1.173850e+01	0.1386	1.968438e+02	3.895e+01
315	0.6837	-3.18e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.321e-02	1.313e-07	1.597e+00	1.174991e+01	0.1386	1.637188e+02	3.255e+01
316	0.6827	-3.21e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.326e-02	1.312e-07	1.596e+00	1.176501e+01	0.1386	1.761562e+02	3.438e+01
317	0.6815	-3.24e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.327e-02	1.311e-07	1.593e+00	1.177801e+01	0.1386	1.939375e+02	3.766e+01
318	0.6803	-3.29e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.332e-02	1.312e-07	1.627e+00	1.178869e+01	0.1386	1.690625e+02	3.343e+01
319	0.6792	-3.33e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.336e-02	1.305e-07	1.610e+00	1.180089e+01	0.1386	1.816406e+02	3.553e+01
320	0.6781	-3.37e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.352e-02	1.312e-07	1.668e+00	1.180482e+01	0.1386	1.921250e+02	3.731e+01
321	0.6772	-3.39e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.356e-02	1.298e-07	1.641e+00	1.181744e+01	0.1386	1.793438e+02	3.512e+01
322	0.6762	-3.40e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.373e-02	1.307e-07	1.659e+00	1.181241e+01	0.1386	1.805312e+02	3.587e+01
323	0.6754	-3.40e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.164e-02	1.305e-07	1.660e+00	1.181938e+01	0.1386	2.046250e+02	4.000e+01
324	0.6747	-3.36e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.234e-02	1.304e-07	1.667e+00	1.182397e+01	0.1386	1.845156e+02	3.593e+01
325	0.6741	-3.30e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.395e-02	1.304e-07	1.652e+00	1.182768e+01	0.1386	1.835312e+02	3.591e+01
326	0.6734	-3.24e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.386e-02	1.302e-07	1.640e+00	1.183062e+01	0.1386	1.774531e+02	3.506e+01
327	0.6727	-3.18e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.407e-02	1.300e-07	1.613e+00	1.183128e+01	0.1386	1.873125e+02	3.648e+01
328	0.6721	-3.12e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.395e-02	1.301e-07	1.601e+00	1.182996e+01	0.1386	1.704375e+02	3.382e+01
329	0.6715	-3.07e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.369e-02	1.301e-07	1.604e+00	1.182913e+01	0.1386	1.894375e+02	3.737e+01
330	0.6709	-3.02e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.368e-02	1.301e-07	1.606e+00	1.182870e+01	0.1386	1.820469e+02	3.603e+01
331	0.6703	-2.97e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.705e-02	1.303e-07	1.617e+00	1.182783e+01	0.1386	1.752500e+02	3.472e+01
332	0.6698	-2.91e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.549e-02	1.304e-07	1.623e+00	1.182995e+01	0.1386	1.896406e+02	3.716e+01
333	0.6693	-2.85e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.837e-02	1.304e-07	1.617e+00	1.183321e+01	0.1386	1.483750e+02	2.978e+01
334	0.6688	-2.80e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.783e-02	1.307e-07	1.620e+00	1.183667e+01	0.1386	1.791875e+02	3.516e+01
335	0.6682	-2.76e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.874e-02	1.307e-07	1.617e+00	1.184252e+01	0.1386	1.595156e+02	3.135e+01
336	0.6677	-2.72e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.697e-02	1.308e-07	1.617e+00	1.184865e+01	0.1386	1.747500e+02	3.440e+01
337	0.6671	-2.70e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.934e-02	1.305e-07	1.608e+00	1.185513e+01	0.1386	1.775156e+02	3.471e+01
338	0.6664	-2.69e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.385e-02	1.310e-07	1.615e+00	1.185798e+01	0.1387	1.887188e+02	3.668e+01
339	0.6658	-2.69e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.512e-02	1.301e-07	1.573e+00	1.186678e+01	0.1387	1.799062e+02	3.513e+01
340	0.6654	-2.73e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.511e-02	1.322e-07	1.588e+00	1.186311e+01	0.1386	1.885938e+02	3.656e+01
341	0.6651	-2.84e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.337e-02	1.302e-07	1.534e+00	1.188425e+01	0.1386	1.784844e+02	3.505e+01
342	0.6647	-2.97e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.865e-02	1.317e-07	1.550e+00	1.187905e+01	0.1386	1.722188e+02	3.351e+01
343	0.6640	-3.04e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.331e-02	1.309e-07	1.548e+00	1.189271e+01	0.1386	1.718906e+02	3.373e+01
344	0.6634	-3.02e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.323e-02	1.313e-07	1.557e+00	1.189802e+01	0.1386	1.658125e+02	3.234e+01
345	0.6628	-3.00e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.167e-02	1.318e-07	1.554e+00	1.190818e+01	0.1386	1.812188e+02	3.528e+01
346	0.6620	-2.99e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.393e-02	1.321e-07	1.550e+00	1.192364e+01	0.1386	1.604375e+02	3.167e+01
347	0.6613	-2.99e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.475e-02	1.318e-07	1.534e+00	1.194190e+01	0.1386	1.685625e+02	3.300e+01
348	0.6605	-2.98e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.499e-02	1.311e-07	1.518e+00	1.195654e+01	0.1386	1.735625e+02	3.369e+01
349	0.6598	-2.95e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.510e-02	1.309e-07	1.490e+00	1.196229e+01	0.1386	1.689219e+02	3.277e+01
350	0.6593	-2.89e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.500e-02	1.311e-07	1.476e+00	1.196541e+01	0.1386	1.662031e+02	3.272e+01
351	0.6588	-2.83e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.786e-02	1.311e-07	1.493e+00	1.197137e+01	0.1386	1.677656e+02	3.280e+01
352	0.6583	-2.77e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.990e-02	1.312e-07	1.494e+00	1.197721e+01	0.1386	1.667656e+02	3.256e+01
353	0.6579	-2.72e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.156e-02	1.313e-07	1.494e+00	1.198398e+01	0.1386	1.715469e+02	3.389e+01
354	0.6574	-2.67e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.312e-02	1.314e-07	1.505e+00	1.199187e+01	0.1387	1.778750e+02	3.469e+01
355	0.6569	-2.62e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.304e-02	1.317e-07	1.503e+00	1.200089e+01	0.1387	1.615781e+02	3.168e+01
356	0.6565	-2.56e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.002e-02	1.318e-07	1.500e+00	1.201363e+01	0.1387	1.725312e+02	3.353e+01
357	0.6561	-2.50e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.781e-02	1.315e-07	1.493e+00	1.202694e+01	0.1387	1.461719e+02	2.904e+01
358	0.6558	-2.44e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.617e-02	1.315e-07	1.494e+00	1.203577e+01	0.1387	1.680781e+02	3.285e+01
359	0.6555	-2.38e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.320e-02	1.315e-07	1.493e+00	1.204497e+01	0.1387	1.689688e+02	3.332e+01
360	0.6551	-2.32e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.685e-03	1.315e-07	1.498e+00	1.205376e+01	0.1387	1.558125e+02	3.118e+01
361	0.6548	-2.26e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.269e-03	1.318e-07	1.508e+00	1.206238e+01	0.1387	1.702656e+02	3.331e+01
362	0.6545	-2.21e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.271e-02	1.319e-07	1.516e+00	1.207377e+01	0.1387	1.756719e+02	3.467e+01
363	0.6541	-2.16e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.515e-02	1.317e-07	1.518e+00	1.208564e+01	0.1387	1.440469e+02	2.894e+01
364	0.6538	-2.12e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.509e-02	1.319e-07	1.523e+00	1.209429e+01	0.1387	1.689375e+02	3.318e+01
365	0.6534	-2.09e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.707e-02	1.316e-07	1.519e+00	1.210535e+01	0.1387	1.776562e+02	3.464e+01
366	0.6529	-2.07e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.652e-02	1.325e-07	1.531e+00	1.211178e+01	0.1387	1.965156e+02	3.807e+01
367	0.6524	-2.08e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.250e-02	1.317e-07	1.499e+00	1.212724e+01	0.1387	1.947969e+02	3.787e+01
368	0.6519	-2.13e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.335e-02	1.338e-07	1.566e+00	1.213193e+01	0.1387	1.652344e+02	3.237e+01
369	0.6515	-2.25e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.329e-02	1.317e-07	1.447e+00	1.215996e+01	0.1387	1.909219e+02	3.720e+01
370	0.6513	-2.45e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.463e-02	1.341e-07	1.582e+00	1.216162e+01	0.1387	1.839375e+02	3.575e+01
371	0.6506	-2.67e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.334e-02	1.317e-07	1.470e+00	1.219083e+01	0.1387	1.875938e+02	3.625e+01
372	0.6499	-2.70e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.336e-02	1.324e-07	1.542e+00	1.219391e+01	0.1386	1.941250e+02	3.755e+01
373	0.6492	-2.70e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.434e-02	1.322e-07	1.483e+00	1.220476e+01	0.1386	1.777344e+02	3.432e+01
374	0.6486	-2.68e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.103e-02	1.320e-07	1.465e+00	1.221294e+01	0.1387	1.882500e+02	3.670e+01
375	0.6480	-2.66e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.135e-02	1.318e-07	1.464e+00	1.221902e+01	0.1387	1.886250e+02	3.666e+01
376	0.6474	-2.65e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.148e-02	1.318e-07	1.474e+00	1.222146e+01	0.1387	1.884688e+02	3.677e+01
377	0.6467	-2.65e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.310e-02	1.319e-07	1.471e+00	1.222385e+01	0.1387	1.850625e+02	3.569e+01
378	0.6460	-2.67e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.319e-02	1.319e-07	1.472e+00	1.222691e+01	0.1387	1.571094e+02	3.097e+01
379	0.6452	-2.69e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.323e-02	1.319e-07	1.467e+00	1.223007e+01	0.1387	1.833125e+02	3.559e+01
380	0.6443	-2.72e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.325e-02	1.319e-07	1.453e+00	1.223301e+01	0.1386	1.798125e+02	3.495e+01
381	0.6434	-2.76e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.325e-02	1.318e-07	1.453e+00	1.223487e+01	0.1386	1.723125e+02	3.365e+01
382	0.6425	-2.81e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.323e-02	1.320e-07	1.462e+00	1.223586e+01	0.1386	1.475469e+02	2.970e+01
383	0.6416	-2.85e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.277e-02	1.316e-07	1.503e+00	1.223886e+01	0.1386	1.933438e+02	3.697e+01
384	0.6408	-2.84e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.365e-02	1.315e-07	1.508e+00	1.223815e+01	0.1386	1.727500e+02	3.395e+01
385	0.6402	-2.82e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.008e-02	1.314e-07	1.551e+00	1.223744e+01	0.1386	1.578750e+02	3.157e+01
386	0.6398	-2.77e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.546e-02	1.316e-07	1.515e+00	1.223602e+01	0.1386	1.751562e+02	3.447e+01
387	0.6395	-2.73e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.186e-02	1.318e-07	1.586e+00	1.223668e+01	0.1386	1.688125e+02	3.328e+01
388	0.6394	-2.75e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.630e-02	1.320e-07	1.439e+00	1.223950e+01	0.1386	1.668594e+02	3.279e+01
389	0.6397	-2.88e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.303e-02	1.325e-07	1.607e+00	1.224183e+01	0.1386	1.708281e+02	3.326e+01
390	0.6394	-3.06e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.657e-02	1.316e-07	1.443e+00	1.224932e+01	0.1386	1.760781e+02	3.409e+01
391	0.6391	-3.04e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.574e-02	1.312e-07	1.504e+00	1.224918e+01	0.1386	1.629375e+02	3.159e+01
392	0.6388	-2.94e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.108e-02	1.311e-07	1.483e+00	1.224549e+01	0.1386	1.868281e+02	3.580e+01
393	0.6385	-2.83e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	5.037e-03	1.312e-07	1.486e+00	1.224164e+01	0.1386	1.605781e+02	3.169e+01
394	0.6383	-2.73e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	6.041e-03	1.312e-07	1.487e+00	1.223815e+01	0.1386	1.894219e+02	3.652e+01
395	0.6380	-2.64e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	7.037e-03	1.312e-07	1.488e+00	1.223509e+01	0.1387	1.771250e+02	3.477e+01
396	0.6377	-2.56e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	8.209e-03	1.313e-07	1.490e+00	1.223247e+01	0.1387	1.908750e+02	3.688e+01
397	0.6374	-2.48e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.576e-03	1.313e-07	1.491e+00	1.223030e+01	0.1387	1.630000e+02	3.260e+01
398	0.6371	-2.41e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.115e-02	1.311e-07	1.499e+00	1.222855e+01	0.1387	1.801094e+02	3.520e+01
399	0.6368	-2.35e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.243e-02	1.312e-07	1.503e+00	1.222445e+01	0.1387	1.674219e+02	3.282e+01
400	0.6364	-2.30e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.572e-02	1.313e-07	1.504e+00	1.222145e+01	0.1387	1.776094e+02	3.499e+01
401	0.6361	-2.25e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.632e-02	1.313e-07	1.505e+00	1.221937e+01	0.1387	1.767188e+02	3.445e+01
402	0.6357	-2.22e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.666e-02	1.314e-07	1.501e+00	1.221805e+01	0.1387	1.770469e+02	3.448e+01
403	0.6352	-2.19e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.418e-02	1.314e-07	1.501e+00	1.221709e+01	0.1387	1.772969e+02	3.447e+01
404	0.6348	-2.18e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.542e-02	1.314e-07	1.491e+00	1.221671e+01	0.1387	1.771406e+02	3.492e+01
405	0.6343	-2.17e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.597e-02	1.314e-07	1.497e+00	1.221534e+01	0.1387	1.802500e+02	3.508e+01
406	0.6338	-2.18e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.016e-02	1.315e-07	1.476e+00	1.221387e+01	0.1387	1.602500e+02	3.137e+01
407	0.6335	-2.23e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.538e-02	1.322e-07	1.487e+00	1.221372e+01	0.1387	1.758438e+02	3.441e+01
408	0.6335	-2.37e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.673e-02	1.318e-07	1.443e+00	1.222004e+01	0.1387	1.845000e+02	3.596e+01
409	0.6337	-2.63e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	3.031e-02	1.332e-07	1.514e+00	1.221840e+01	0.1387	1.769688e+02	3.453e+01
410	0.6332	-2.86e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.336e-02	1.310e-07	1.430e+00	1.223431e+01	0.1386	1.775000e+02	3.469e+01
411	0.6327	-2.89e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.322e-02	1.313e-07	1.474e+00	1.222693e+01	0.1386	1.856562e+02	3.612e+01
412	0.6324	-2.81e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	8.984e-03	1.311e-07	1.456e+00	1.222506e+01	0.1386	1.685469e+02	3.303e+01
413	0.6320	-2.73e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.161e-02	1.311e-07	1.453e+00	1.222113e+01	0.1386	1.692188e+02	3.331e+01
414	0.6317	-2.66e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.240e-02	1.311e-07	1.448e+00	1.221722e+01	0.1387	1.642812e+02	3.257e+01
415	0.6313	-2.60e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.270e-02	1.313e-07	1.461e+00	1.221294e+01	0.1387	1.770156e+02	3.458e+01
416	0.6310	-2.53e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.280e-02	1.313e-07	1.465e+00	1.221231e+01	0.1387	1.819688e+02	3.547e+01
417	0.6306	-2.48e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.210e-02	1.314e-07	1.467e+00	1.221143e+01	0.1387	1.783281e+02	3.512e+01
418	0.6302	-2.43e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.283e-02	1.314e-07	1.468e+00	1.221112e+01	0.1387	1.714531e+02	3.354e+01
419	0.6298	-2.39e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.455e-02	1.315e-07	1.469e+00	1.221140e+01	0.1387	1.549531e+02	3.075e+01
420	0.6293	-2.36e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.773e-02	1.316e-07	1.468e+00	1.221267e+01	0.1387	1.808281e+02	3.515e+01
421	0.6288	-2.34e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.896e-02	1.311e-07	1.455e+00	1.221448e+01	0.1387	1.698594e+02	3.333e+01
422	0.6284	-2.31e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.621e-02	1.314e-07	1.466e+00	1.221044e+01	0.1387	1.858125e+02	3.627e+01
423	0.6280	-2.27e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.361e-02	1.312e-07	1.466e+00	1.220957e+01	0.1387	1.688125e+02	3.319e+01
424	0.6276	-2.24e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.247e-02	1.314e-07	1.472e+00	1.220744e+01	0.1387	1.809531e+02	3.507e+01
425	0.6273	-2.22e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.299e-02	1.313e-07	1.459e+00	1.220746e+01	0.1387	1.899688e+02	3.708e+01
426	0.6268	-2.21e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.587e-02	1.315e-07	1.471e+00	1.220593e+01	0.1387	1.795469e+02	3.514e+01
427	0.6264	-2.21e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.778e-02	1.318e-07	1.445e+00	1.220557e+01	0.1387	1.811250e+02	3.567e+01
428	0.6260	-2.24e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.269e-02	1.315e-07	1.465e+00	1.220915e+01	0.1387	1.627812e+02	3.247e+01
429	0.6254	-2.29e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.321e-02	1.322e-07	1.456e+00	1.220785e+01	0.1387	1.789219e+02	3.547e+01
430	0.6248	-2.33e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.321e-02	1.317e-07	1.453e+00	1.221581e+01	0.1387	1.773125e+02	3.470e+01
431	0.6242	-2.36e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.319e-02	1.321e-07	1.446e+00	1.221726e+01	0.1387	1.859219e+02	3.621e+01
432	0.6234	-2.39e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.311e-02	1.320e-07	1.444e+00	1.222272e+01	0.1387	1.946250e+02	3.778e+01
433	0.6226	-2.44e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.317e-02	1.319e-07	1.457e+00	1.222629e+01	0.1387	1.789062e+02	3.517e+01
434	0.6218	-2.47e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.270e-02	1.318e-07	1.516e+00	1.222949e+01	0.1387	1.941406e+02	3.809e+01
435	0.6213	-2.45e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.696e-02	1.319e-07	1.534e+00	1.223295e+01	0.1387	1.918594e+02	3.744e+01
436	0.6209	-2.40e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.839e-02	1.319e-07	1.539e+00	1.223783e+01	0.1387	1.834688e+02	3.636e+01
437	0.6205	-2.36e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.764e-02	1.322e-07	1.532e+00	1.224302e+01	0.1387	1.713750e+02	3.397e+01
438	0.6201	-2.31e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.567e-02	1.324e-07	1.525e+00	1.225118e+01	0.1387	1.746250e+02	3.476e+01
439	0.6197	-2.28e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.024e-02	1.326e-07	1.516e+00	1.226063e+01	0.1387	1.750938e+02	3.452e+01
440	0.6192	-2.25e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.796e-02	1.326e-07	1.508e+00	1.227195e+01	0.1387	1.826719e+02	3.584e+01
441	0.6188	-2.24e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.164e-02	1.328e-07	1.495e+00	1.228310e+01	0.1387	1.733906e+02	3.423e+01
442	0.6183	-2.23e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.890e-02	1.326e-07	1.486e+00	1.229595e+01	0.1387	1.686250e+02	3.331e+01
443	0.6177	-2.23e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.406e-02	1.330e-07	1.474e+00	1.230550e+01	0.1387	1.647188e+02	3.271e+01
444	0.6172	-2.23e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.931e-02	1.320e-07	1.480e+00	1.231917e+01	0.1387	1.706719e+02	3.377e+01
445	0.6166	-2.23e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.872e-02	1.326e-07	1.472e+00	1.232113e+01	0.1387	1.707031e+02	3.358e+01
446	0.6162	-2.24e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.295e-02	1.310e-07	1.460e+00	1.232990e+01	0.1387	1.781719e+02	3.495e+01
447	0.6158	-2.24e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.159e-02	1.320e-07	1.458e+00	1.231974e+01	0.1387	1.606562e+02	3.211e+01
448	0.6155	-2.25e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.331e-02	1.309e-07	1.425e+00	1.232183e+01	0.1387	1.805781e+02	3.542e+01
449	0.6152	-2.24e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	2.324e-02	1.315e-07	1.449e+00	1.230983e+01	0.1387	1.562812e+02	3.062e+01
450	0.6149	-2.21e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.775e-02	1.312e-07	1.441e+00	1.230691e+01	0.1387	1.782812e+02	3.518e+01
451	0.6146	-2.16e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.739e-02	1.313e-07	1.426e+00	1.230054e+01	0.1387	1.677188e+02	3.302e+01
452	0.6144	-2.10e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.148e-02	1.311e-07	1.412e+00	1.229581e+01	0.1387	1.716250e+02	3.386e+01
453	0.6141	-2.04e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.143e-03	1.312e-07	1.411e+00	1.228887e+01	0.1387	1.634844e+02	3.268e+01
454	0.6139	-1.98e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.065e-03	1.312e-07	1.409e+00	1.228342e+01	0.1387	1.952812e+02	3.838e+01
455	0.6137	-1.93e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	8.974e-03	1.312e-07	1.407e+00	1.227843e+01	0.1388	1.798125e+02	3.527e+01
456	0.6134	-1.89e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.096e-03	1.312e-07	1.407e+00	1.227360e+01	0.1388	1.667656e+02	3.295e+01
457	0.6131	-1.85e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	9.699e-03	1.312e-07	1.407e+00	1.226890e+01	0.1388	1.527188e+02	3.032e+01
458	0.6128	-1.82e-03	 3.0	 3.0	0.50	 2.0	5.000e+01	1.152e-02	1.312e-07	1.408e+00	1.226416e+01	0.1388	1.443906e+02	2.886e+01
